"uuid";"unique_person_id";"role"
"d96541a8-717d-6f6e-013d-99efd43705ad";0;"parent"
"a95c6a54-5a0a-7f46-a3bd-c72d8c26c67c";0;"partner"
"6e7bfc35-d68c-f9d7-68b6-84c42da4733e";0;"partner"
"462f94b1-8751-71f7-17a3-3a23a7192477";0;"partner"
"d958f188-1d64-43d5-ff20-b8435a006983";0;"partner"
"844a4d6e-5e71-b12a-9c63-8c6c81b8bedc";0;"parent birth"
"1c9066d6-e923-437a-bd1c-749c20222c61";0;"parent birth"
"842cb7ec-18e4-f7e8-bdde-28f017a2fe03";0;"parent birth"
"013730b7-7f1b-1f60-505b-0f8fdff98129";0;"parent birth"
"b21b61ff-5fb6-df9b-da87-d43b10b57369";0;"parent birth"
"da751843-db59-dc1d-1029-e14b0d591ce5";0;"parent birth"
"0d97174b-01c6-e9e2-9d5a-9a8f8abf522e";0;"parent birth"
"f1876e9a-5885-800e-39a0-eab3d517bc17";0;"parent birth"
"35679a89-88ca-4c03-9050-a15a7f60b22c";1;"parent"
"53472344-bf67-8101-938a-f8e0a7ec1c42";1;"partner"
"3f24d636-17b9-7478-dd25-6d5ebe117c59";1;"partner"
"5d83f386-682b-d12d-469c-f54d86737339";1;"partner"
"21a27fdc-217a-c47a-06f6-f3106376c3ae";1;"partner"
"166b5689-d438-6191-2787-922fd83fc7c0";1;"parent birth"
"00660756-e35c-4a22-f7f5-f4ddd7b6222e";1;"parent birth"
"c9085ad1-70e6-aa31-e611-3c1ced5de66e";1;"parent birth"
"dfeebe39-18ab-a27a-c9e0-57d76f9e39d5";1;"parent birth"
"61f26c5a-3585-c359-a525-4cdf9314bbfa";1;"parent birth"
"586813e9-7b38-2cd0-e22c-91ec76feaeec";1;"parent birth"
"44779ab7-8576-404e-63d6-ce5717a79ab5";1;"parent birth"
"ea780641-6db3-20da-9229-c38b708e8138";1;"parent birth"
"ee21c8c5-cbf0-d7ba-1efe-97ffce221e94";2;"parent"
"102c394e-18b7-b1e3-b681-8a5de20e8a1e";2;"partner"
"9d4401ce-31e3-d26e-da2a-4ebee5c170bc";2;"partner"
"fad7788c-90e2-8e35-d445-8267e0e4883b";2;"parent birth"
"834dfc38-6b7b-9bd3-7dba-976df5684fad";2;"parent birth"
"125b179d-3218-d305-8eda-488ab1c5f1ac";2;"parent birth"
"f3380465-3387-9148-3bf0-91b9776249ed";2;"parent birth"
"4f0d9541-e224-531b-832d-0b830f52c462";3;"parent"
"86b6aff0-7265-5afb-bf22-3fcc12ccad2b";3;"partner"
"f2a1cd73-8629-9289-47a2-9f7a3c4c2940";3;"partner"
"337235ad-0ee5-6aa0-2ed6-5214985fcda4";3;"parent birth"
"ff0b53b6-9ae2-8134-f92e-3784e69e9451";3;"parent birth"
"858d1306-168a-7755-87f3-ce081089f594";3;"parent birth"
"2f830eb2-fb29-a78c-b6d0-5e95653997cb";3;"parent birth"
"fc564934-a111-197c-11cb-2ada6c8f3840";4;"parent"
"2c54c113-d740-a1fb-e7ce-668b4be352f3";4;"partner"
"1c8d07f0-0a9e-1a66-6ac9-becb53bc43a6";4;"partner"
"2306f92e-b85a-f9e0-a2e3-5b91e4d24abb";4;"partner"
"d0ab24f3-ed95-ee0c-669e-199d66fa61d8";4;"parent birth"
"374677ee-2d5a-9407-cde8-d249b91034d4";4;"parent birth"
"8126b7da-61ac-8767-fa54-6c0e03cb0af6";4;"parent birth"
"588747a4-6361-5a01-393d-6a0e03886d1b";4;"parent birth"
"b9b2ba31-ff06-7457-5e7c-1e9983d737b1";4;"parent birth"
"f53f57c5-ea62-d178-3e6d-d374efd45811";4;"parent birth"
"e6b82ac4-97f3-ac81-4562-7c02c5d95ccd";5;"parent"
"4f417ae4-967f-98b3-4fc2-152213ef7ade";5;"partner"
"65b66f58-b9d8-43ba-667f-3fbb7fe286c6";5;"partner"
"002a02eb-61f9-5b0d-932d-0a4f38674a1a";5;"partner"
"22e3e0e6-0513-10fd-9ea9-6aeaa4e06d29";5;"parent birth"
"3e35cf11-2334-e39f-fd5d-1cc11c26d9d2";5;"parent birth"
"c2b67a5f-4813-0184-eadb-e6653aaadf04";5;"parent birth"
"4fdef8e3-4d96-0dcf-d456-8f953683ec80";5;"parent birth"
"4fef279b-fd89-8f26-1089-38047dd08e26";5;"parent birth"
"c0a3dd36-8cfa-7249-caeb-9671946f1a90";5;"parent birth"
"96b0c446-85ed-2605-0121-146d36125522";6;"parent"
"674c0d89-624b-90e8-3891-5020ab51ea44";6;"partner"
"87f5d3e8-ed3c-fc0d-eb60-3124a2cb46d1";6;"partner"
"949cad84-27e8-e35d-e9c4-7994b962b5c0";6;"partner"
"5c83616a-3824-7eb0-90a4-bfa348622b60";6;"partner"
"7410fd8b-23de-03f6-d6cd-f82321477483";6;"partner"
"2d41ba2e-d13d-16bc-770b-9920b71b2602";6;"parent birth"
"abde3a3a-266c-6b46-e452-991babcfab77";6;"parent birth"
"c5ec3431-09f9-825a-26ef-5555520ef3cf";6;"parent birth"
